	cell_type	gene
936	Cardiac stem and precursor cells	KIT
937	Cardiac stem and precursor cells	ABCG2
938	Cardiac stem and precursor cells	MESP1
939	Cardiac stem and precursor cells	BMP4
940	Cardiac stem and precursor cells	ADGRL2
941	Cardiac stem and precursor cells	TBX3
942	Cardiac stem and precursor cells	TBX4
943	Cardiac stem and precursor cells	WNT5A
944	Cardiac stem and precursor cells	ANKRD1
945	Cardiomyocytes	TNNC1
946	Cardiomyocytes	ADM
947	Cardiomyocytes	ALCAM 
948	Cardiomyocytes	NPPA
949	Cardiomyocytes	FGF2
950	Cardiomyocytes	NPPB
951	Cardiomyocytes	TNNI3
952	Cardiomyocytes	TNNT2
953	Cardiomyocytes	ANKRD1
954	Cardiomyocytes	NPPC
955	Cardiomyocytes	DES
956	Cardiomyocytes	HAND2
957	Cardiomyocytes	HAND1
958	Cardiomyocytes	GATA4
959	Cardiomyocytes	GATA6
960	Cardiomyocytes	MYL2
961	Cardiomyocytes	NKX2-5
962	Cardiomyocytes	PNMT
963	Cardiomyocytes	ACTA1
964	Cardiomyocytes	CD36
965	Cardiomyocytes	RBM20
966	Cardiomyocytes	VLDLR
967	Cardiomyocytes	ALPK3
968	Cardiomyocytes	RBM24
969	Cardiomyocytes	FABP4
970	Cardiomyocytes	CKMT2
971	Cardiomyocytes	SPEG
972	Cardiomyocytes	MYH7B
973	Cardiomyocytes	MYOM2
974	Cardiomyocytes	MYOM1
975	Cardiomyocytes	PDLIM5
976	Cardiomyocytes	MYH7
977	Cardiomyocytes	PLN
978	Cardiomyocytes	TCAP
979	Cardiomyocytes	SORBS2
980	Cardiomyocytes	RYR2
981	Cardiomyocytes	OBSCN
982	Cardiomyocytes	ACTC1
983	Cardiomyocytes	MYL3
984	Cardiomyocytes	CORO6
985	Cardiomyocytes	PDE4D
986	Cardiomyocytes	NEXN
987	Cardiomyocytes	FHL2
988	Cardiomyocytes	MYBPC3
989	Cardiomyocytes	MYH6
990	Cardiomyocytes	TTN
991	Cardiomyocytes	GPIHBP1
992	Cardiomyocytes	AQP1
993	Cardiomyocytes	DMD
994	Cardiomyocytes	MFN2
995	Cardiomyocytes	ASB2
996	Cardiomyocytes	ART3
997	Cardiomyocytes	RRAD
998	Cardiomyocytes	ADPRHL1
999	Cardiomyocytes	JPH2
1000	Cardiomyocytes	PYGM
1001	Cardiomyocytes	HSPB7
1002	Cardiomyocytes	MYOZ2
1003	Cardiomyocytes	ENO3
1004	Cardiomyocytes	TRDN
1005	Cardiomyocytes	ACTN2
1006	Cardiomyocytes	TNNI1
1007	Cardiomyocytes	SMPX
1008	Cardiomyocytes	MYL7
1009	Cardiomyocytes	TBX20
1010	Cardiomyocytes	TRIM63
1011	Cardiomyocytes	MB
1012	Cardiomyocytes	CTGF
1013	Cardiomyocytes	MYL4
1014	Cardiomyocytes	LOX
1015	Cardiomyocytes	CTNNB1
1016	Cardiomyocytes	CPT1A
1017	Cardiomyocytes	SOX18
1018	Cardiomyocytes	NOTCH1
1019	Cardiomyocytes	SLN
1020	Cardiomyocytes	CSRP3
1021	Cardiomyocytes	TXLNB
1022	Cardiomyocytes	ATP2A2
1023	Cardiomyocytes	CKM
1024	Cardiomyocytes	CKB
1025	Cardiomyocytes	CXCR4
1026	Cardiomyocytes	IL11RA
1027	Cardiomyocytes	MITF
1028	Cardiomyocytes	ZFPM2
1029	Cardiomyocytes	BDNF
1030	Cardiomyocytes	GJA5
1031	Cardiomyocytes	FMOD
1032	Cardiomyocytes	MTTP
1033	Cardiomyocytes	SLC5A1
1034	Cardiomyocytes	ADIPOQ
1035	Cardiomyocytes	TRPV1
1036	Cardiomyocytes	HAMP
1037	Cardiomyocytes	SGPL1
1038	Cardiomyocytes	HMGB2
1039	Cardiomyocytes	STC1
1040	Cardiomyocytes	FGF23
1041	Cardiomyocytes	STRN
1042	Cardiomyocytes	HEY2
1043	Cardiomyocytes	ADIPOR1
1044	Cardiomyocytes	ADIPOR2
1045	Cardiomyocytes	PDE1A
1046	Cardiomyocytes	BMP4
1047	Cardiomyocytes	CASQ2
1048	Cardiomyocytes	TPM1
1049	Cholangiocytes	SSTR2
1050	Cholangiocytes	SLC4A2
1051	Cholangiocytes	SCTR
1052	Cholangiocytes	KRT7
1053	Cholangiocytes	KCNN2
1054	Cholangiocytes	ITGB4
1055	Cholangiocytes	GGT6
1056	Cholangiocytes	CFTR
1057	Cholangiocytes	CCKBR
1058	Cholangiocytes	AQP4
1059	Cholangiocytes	AQP1
1060	Cholangiocytes	PIGR
1061	Cholangiocytes	GGT1
1062	Cholangiocytes	JAG1
1063	Cholangiocytes	GPBAR1
1064	Cholangiocytes	GGT7
1065	Cholangiocytes	KRT19
1066	Cholangiocytes	ONECUT2
1067	Cholangiocytes	ALPL
1068	Cholangiocytes	HNF1B
1069	Cholangiocytes	ALB
1070	Cholangiocytes	AGR2
1071	Cholangiocytes	TFF3
1072	Cholangiocytes	TFF1
1073	Cholangiocytes	SOX9
1074	Cholangiocytes	EPCAM
1075	Cholangiocytes	CLDN4
1076	Cholangiocytes	MMP7
1077	Cholangiocytes	TFF2
1078	Cholangiocytes	SCGB3A1
1079	Cholangiocytes	FXYD2
1080	Cholangiocytes	DEFB1
1081	Cholangiocytes	CD24
1082	Cholangiocytes	LCN2
1083	Cholangiocytes	CXCL1
1084	Cholangiocytes	CXCL6
1085	Cholangiocytes	LGALS2
1086	Cholangiocytes	TACSTD2
1087	Cholangiocytes	ELF3
1088	Cholangiocytes	SPP1
1089	Cholangiocytes	MUC5B
1090	Cholangiocytes	LGALS4
1091	Cholinergic neurons	CHAT
1092	Cholinergic neurons	SLC18A3
1093	Cholinergic neurons	ACHE
1094	Cholinergic neurons	SLC5A7
1095	Cholinergic neurons	TAC1
1096	Cholinergic neurons	BRCA1
1097	Cholinergic neurons	ACLY
1098	Chondrocytes	PRG4
1099	Chondrocytes	TNC
1100	Chondrocytes	CRTAC1
1101	Chondrocytes	CREB3L2
1102	Chondrocytes	RUNX2
1103	Chondrocytes	ACAN
1104	Chondrocytes	COL2A1
1105	Chondrocytes	COMP
1106	Chondrocytes	MATN3
1107	Chondrocytes	RUNX3
1108	Chondrocytes	SOX6
1109	Chondrocytes	BMP2
1110	Chondrocytes	CTNNB1
1111	Chondrocytes	FGF18
1112	Chondrocytes	GLI3
1113	Chondrocytes	PBX3
1114	Chondrocytes	PTHLH
1115	Chondrocytes	SMO
1116	Chondrocytes	STAT1
1117	Chondrocytes	MMP13
1118	Chondrocytes	VEGFA
1119	Chondrocytes	MATN1
1120	Chondrocytes	COL9A1
1121	Chondrocytes	COL10A1
1122	Chondrocytes	IGF2
1123	Chondrocytes	MIA
1124	Chondrocytes	SDC3
1125	Chondrocytes	EMP1
1126	Chondrocytes	COL6A1
1127	Chondrocytes	CYTL1
1128	Chondrocytes	LCN2
1129	Chondrocytes	LUM
1130	Chondrocytes	GADD45B
1131	Chondrocytes	SCRG1
1132	Chondrocytes	HAPLN1
1133	Chondrocytes	COL11A1
1134	Chondrocytes	S100A9
1135	Chondrocytes	CHAD
1136	Chondrocytes	COL9A3
1137	Chondrocytes	DLK1
1138	Chondrocytes	S100A8
1139	Chondrocytes	CHODL
1140	Chondrocytes	ATF4
1141	Chondrocytes	SHOX
1142	Chondrocytes	MGP
1143	Chondrocytes	TCF4
1144	Chondrocytes	VDR
1145	Chondrocytes	ATRX
1146	Chondrocytes	NOG
1147	Chondrocytes	AGER
1148	Chondrocytes	IL10RA
1149	Choroid plexus cells	TTR
1150	Choroid plexus cells	KL
1151	Choroid plexus cells	SOSTDC1
1152	Choroid plexus cells	CLIC6
1153	Choroid plexus cells	SLC4A10
1154	Choroid plexus cells	HTR2C
1155	Choroid plexus cells	AQP1
1156	Choroid plexus cells	SLC16A2
1157	Choroid plexus cells	SLC4A2
1158	Choroid plexus cells	SLC4A5
1159	Choroid plexus cells	SLC31A1
1160	Choroid plexus cells	CLDN2
1161	Choroid plexus cells	SLC13A4
1162	Choroid plexus cells	SLC29A4
1163	Choroid plexus cells	PRLR
1164	Choroid plexus cells	CLDN1
1165	Choroid plexus cells	SLC2A12
1166	Choroid plexus cells	WFIKKN2
1167	Choroid plexus cells	SLC23A2
1168	Choroid plexus cells	SLC26A11
1169	Choroid plexus cells	CHMP1A
1170	Chromaffin cells	SLC26A4
1171	Chromaffin cells	AGRP
1172	Chromaffin cells	IGF2
1173	Chromaffin cells	SNAP25
1174	Chromaffin cells	SLC18A2
1175	Chromaffin cells	SNAPIN
1176	Chromaffin cells	PNMT
1177	Chromaffin cells	RAPGEF2
1178	Chromaffin cells	SERPINE1
1179	Chromaffin cells	GJD2
1180	Chromaffin cells	CACNA1D
1181	Chromaffin cells	PIK3C2A
1182	Chromaffin cells	NCS1
1183	Chromaffin cells	PLD1
1184	Chromaffin cells	PLD2
1185	Chromaffin cells	DOC2B
1186	Chromaffin cells	UNC13A
1187	Chromaffin cells	SLC18A1
1188	Chromaffin cells	STX1A
1189	Chromaffin cells	NPY
1190	Chromaffin cells	NTRK1
1191	Chromaffin cells	P2RY1
1192	Chromaffin cells	SLC12A2
1193	Chromaffin cells	CHGA
1194	Chromaffin cells	PLAT
1195	Ciliated cells	SEC14L3
1196	Ciliated cells	CCDC153
1197	Ciliated cells	FAM161A
1198	Ciliated cells	TMEM212
1199	Ciliated cells	USMG5
1200	Ciliated cells	CCDC181
1201	Ciliated cells	FOXJ1
1202	Ciliated cells	CCDC17
1203	Ciliated cells	CCDC39
1204	Ciliated cells	ODF3B
1205	Ciliated cells	CYP2S1
1206	Ciliated cells	LRRC23
1207	Ciliated cells	SCGB1A1
1208	Ciliated cells	APPL2
1209	Ciliated cells	TUBB4B
1210	Clara cells	SYT2
1211	Clara cells	CYP2E1
1212	Clara cells	SCGB1A1
1213	Clara cells	FOXM1
1214	Clara cells	CTSE
1215	Clara cells	MUC5B
1216	Clara cells	SCGB3A2
1217	Clara cells	SFTPC
1218	Clara cells	MUC1
1219	Clara cells	CYP4B1
1220	Clara cells	ALDH1A1
1221	Clara cells	BPIFA1
1222	Clara cells	SCGB3A1
1223	Clara cells	MUC4
1224	Clara cells	AHR
1225	Clara cells	MMP28
1226	Clara cells	LEPR
1227	Clara cells	ERN1
1228	Clara cells	SFTPA1
1229	Clara cells	CARM1
1230	Clara cells	RAB3D
1231	Clara cells	SFTPD
1232	Crypt cells	KCNE3
1233	Crypt cells	KCNQ1
1234	Crypt cells	OLFM4
1235	Crypt cells	PROM1
1236	Crypt cells	LGR5
1237	Crypt cells	EPHB2
1238	Crypt cells	ASCL2
1239	Crypt cells	BMI1
1240	Crypt cells	HOPX
1241	Crypt cells	LRIG1
1242	Crypt cells	TERT
1243	Crypt cells	MSI1
1244	Crypt cells	SMOC2
1245	Crypt cells	TNFRSF19
1246	Crypt cells	SLC12A2
1247	Crypt cells	AXIN2
1248	Decidual cells	XCL1
1249	Decidual cells	IGFBP1
1250	Decidual cells	XCL2
1251	Decidual cells	CTSW
1252	Decidual cells	IL32
1253	Decidual cells	TRDC
1254	Decidual cells	KLRC1
1255	Decidual cells	PRL
1256	Decidual cells	CST7
1257	Decidual cells	AREG
1258	Delta cells	PDX1
1259	Delta cells	FFAR4
1260	Delta cells	SST
1261	Delta cells	PCSK9
1262	Delta cells	RBP4
1263	Delta cells	PAX4
1264	Delta cells	RESP18
1265	Delta cells	HHEX
1266	Delta cells	ISL1
1267	Delta cells	SCGN
1268	Delta cells	KCNK16
1269	Delta cells	IAPP
1270	Delta cells	FXYD2
1271	Delta cells	NPTX2
1272	Delta cells	GPC5-AS1
1273	Delta cells	UCP2
1274	Delta cells	LEPR
1275	Delta cells	BAIAP3
1276	Delta cells	MS4A8
1277	Delta cells	CASR
1278	Delta cells	BCHE
1279	Delta cells	GABRB3
1280	Delta cells	UNC5B
1281	Delta cells	EDN3
1282	Delta cells	PRG4
1283	Delta cells	GHSR
1284	Delta cells	FRZB
1285	Delta cells	PCSK1
1286	Delta cells	GABRG2
1287	Delta cells	POU3F1
1288	Delta cells	BHLHE41
1289	Delta cells	EHF
1290	Delta cells	LCORL
1291	Delta cells	ETV1
1292	Dendritic cells	IL6
1293	Dendritic cells	CD86
1294	Dendritic cells	CD83
1295	Dendritic cells	CD1A
1296	Dendritic cells	CR2
1297	Dendritic cells	TLR9
1298	Dendritic cells	CD1C
1299	Dendritic cells	CD209
1300	Dendritic cells	LAMP3
1301	Dendritic cells	CD1B
1302	Dendritic cells	TREM2
1303	Dendritic cells	FABP4
1304	Dendritic cells	S100A9
1305	Dendritic cells	ARG1
1306	Dendritic cells	HLA-DRA
1307	Dendritic cells	HLA-DQA1
1308	Dendritic cells	HLA-DMB
1309	Dendritic cells	HLA-DMA
1310	Dendritic cells	HLA-DQB1
1311	Dendritic cells	CLEC10A
1312	Dendritic cells	HLA-DRB1
1313	Dendritic cells	HLA-DPA1
1314	Dendritic cells	HLA-DPB1
1315	Dendritic cells	DNASE1L3
1316	Dendritic cells	CLEC9A
1317	Dendritic cells	LILRB2
1318	Dendritic cells	ETV6
1319	Dendritic cells	CD163
1320	Dendritic cells	CXCR4
1321	Dendritic cells	CXCL8
1322	Dendritic cells	VSIG4
1323	Dendritic cells	NR4A3
1324	Dendritic cells	CCR7
1325	Dendritic cells	TRAF1
1326	Dendritic cells	RELB
1327	Dendritic cells	BATF3
1328	Dendritic cells	CCL22
1329	Dendritic cells	SLAMF7
1330	Dendritic cells	XCR1
1331	Dendritic cells	CXCL16
1332	Dendritic cells	SCIMP
1333	Dendritic cells	FCGR2B
1334	Dendritic cells	FGD2
1335	Dendritic cells	RAB7B
1336	Dendritic cells	NAAA
1337	Dendritic cells	HCK
1338	Dendritic cells	CD180
1339	Dendritic cells	HFE
1340	Dendritic cells	CCR2
1341	Dendritic cells	RYR1
1342	Dendritic cells	ITGAE
1343	Dendritic cells	SEMA4A
1344	Dendritic cells	DPP4
1345	Dendritic cells	SLAMF8
1346	Dendritic cells	CXCR3
1347	Dendritic cells	BTLA
1348	Dendritic cells	FLT3
1349	Dendritic cells	TLR3
1350	Dendritic cells	ITGAX
1351	Dendritic cells	GPR132
1352	Dendritic cells	ADAM19
1353	Dendritic cells	AP1S3
1354	Dendritic cells	ASS1
1355	Dendritic cells	ADGRG5
1356	Dendritic cells	GPR68
1357	Dendritic cells	KIT
1358	Dendritic cells	KMO
1359	Dendritic cells	P2RY10
1360	Dendritic cells	RAB30
1361	Dendritic cells	SEPT6
1362	Dendritic cells	ZBTB46
1363	Dendritic cells	S100A4
1364	Dendritic cells	CLEC7A
1365	Dendritic cells	AIF1
1366	Dendritic cells	LST1
1367	Dendritic cells	CTSS
1368	Dendritic cells	IRF8
1369	Dendritic cells	ADGRE1
1370	Dendritic cells	CCL17
1371	Dendritic cells	CD14
1372	Dendritic cells	CD207
1373	Dendritic cells	CD8A
1374	Dendritic cells	CX3CR1
1375	Dendritic cells	ITGAM
1376	Dendritic cells	LY75
1377	Dendritic cells	PDCD1LG2
1378	Dendritic cells	PTPRC
1379	Dendritic cells	SIRPA
1380	Dendritic cells	FCGR3A
1381	Dendritic cells	FTL
1382	Dendritic cells	SERPINA1
1383	Dendritic cells	AXL
1384	Dendritic cells	PPP1R14A
1385	Dendritic cells	SIGLEC6
1386	Dendritic cells	CD22
1387	Dendritic cells	DAB2
1388	Dendritic cells	S100A8
1389	Dendritic cells	VCAN
1390	Dendritic cells	LYZ
1391	Dendritic cells	ANXA1
1392	Dendritic cells	FCER1A
1393	Dendritic cells	C1ORF54
1394	Dendritic cells	CADM1
1395	Dendritic cells	CAMK2D
1396	Dendritic cells	LGALS3
1397	Dendritic cells	NAPSA
1398	Dendritic cells	PLBD1
1399	Dendritic cells	RNASE6
1400	Dendritic cells	PLAC8
1401	Dendritic cells	H2AFY
1402	Dendritic cells	SLC11A1
1403	Dendritic cells	PDPN
1404	Dendritic cells	S100B
1405	Dendritic cells	CD28
1406	Dendritic cells	PPL
1407	Dendritic cells	SLURP1
1408	Dendritic cells	HLA-A
1409	Dendritic cells	HLA-B
1410	Dendritic cells	HLA-C
1411	Dendritic cells	HLA-DRB5
1412	Dendritic cells	SERPINB9
1413	Distal tubule cells	CLDN8
1414	Distal tubule cells	SLC12A3
1415	Distal tubule cells	UMOD
1416	Distal tubule cells	JAG1
1417	Distal tubule cells	CALB1
1418	Distal tubule cells	PVALB
1419	Distal tubule cells	PGAM2
1420	Distal tubule cells	WNK4
1421	Distal tubule cells	SGMS2
1422	Distal tubule cells	SLC16A7
1423	Distal tubule cells	LHX1
1424	Distal tubule cells	ABCA13
1425	Distal tubule cells	EMX1
1426	Distal tubule cells	TRPM6
1427	Distal tubule cells	CWH43
1428	Distal tubule cells	TRPM7
1429	Distal tubule cells	UROC1
1430	Distal tubule cells	TFRC
1431	Distal tubule cells	TSC22D2
1432	Distal tubule cells	LARP1B
1433	Distal tubule cells	CLCNKB
1434	Distal tubule cells	KLHL3
1435	Distal tubule cells	KLK1
1436	Distal tubule cells	KCNJ1
1437	Distal tubule cells	HOXD8
1438	Distal tubule cells	KL
1439	Distal tubule cells	EGF
1440	Distal tubule cells	TMEM213
1441	Distal tubule cells	TMEM52B
1442	Distal tubule cells	DEFB1
1443	Distal tubule cells	FXYD2
1444	Distal tubule cells	USMG5
1445	Distal tubule cells	TRHDE
1446	Distal tubule cells	KCNJ16
1447	Distal tubule cells	RHCG
1448	Distal tubule cells	SOSTDC1
1449	Distal tubule cells	SCNN1A
1450	Distal tubule cells	VDR
1451	Distal tubule cells	WNK1
1452	Distal tubule cells	SLC8A1
1453	Distal tubule cells	AQP2
1454	Distal tubule cells	AVPR2
1455	Dopaminergic neurons	TH
1456	Dopaminergic neurons	SLC6A3
1457	Dopaminergic neurons	FOXA2
1458	Dopaminergic neurons	KCNJ6
1459	Dopaminergic neurons	NR4A2
1460	Dopaminergic neurons	LMX1B
1461	Dopaminergic neurons	CACNA2D2
1462	Dopaminergic neurons	CADPS2
1463	Dopaminergic neurons	CHRNA6
1464	Dopaminergic neurons	MAPK8IP2
1465	Dopaminergic neurons	NTN1
1466	Dopaminergic neurons	PRKCG
1467	Dopaminergic neurons	SCN2A
1468	Dopaminergic neurons	TENM1
1469	Dopaminergic neurons	ZIM3
1470	Dopaminergic neurons	DDC
1471	Dopaminergic neurons	SLC18A2
1472	Dopaminergic neurons	SLC18A3
1473	Dopaminergic neurons	NEUROD6
1474	Dopaminergic neurons	SMAD3
1475	Dopaminergic neurons	PITX3
1476	Ductal cells	CFTR
1477	Ductal cells	HNF1B
1478	Ductal cells	KRT20
1479	Ductal cells	MUC1
1480	Ductal cells	ONECUT1
1481	Ductal cells	AMBP
1482	Ductal cells	HHEX
1483	Ductal cells	ANXA4
1484	Ductal cells	SPP1
1485	Ductal cells	PDX1
1486	Ductal cells	SERPINA3
1487	Ductal cells	CFB
1488	Ductal cells	GDF15
1489	Ductal cells	AKR1C3
1490	Ductal cells	MMP7
1491	Ductal cells	DEFB1
1492	Ductal cells	SERPING1
1493	Ductal cells	TSPAN8
1494	Ductal cells	CLDN10
1495	Ductal cells	SLPI
1496	Ductal cells	SERPINA5
1497	Ductal cells	PIGR
1498	Ductal cells	CLDN1
1499	Ductal cells	LGALS4
1500	Ductal cells	PERP
1501	Ductal cells	PDLIM3
1502	Ductal cells	WFDC2
1503	Ductal cells	SLC3A1
1504	Ductal cells	AQP1
1505	Ductal cells	ALDH1A3
1506	Ductal cells	VTCN1
1507	Ductal cells	KRT19
1508	Ductal cells	TFF1
1509	Ductal cells	TFF2
1510	Ductal cells	KRT7
1511	Ductal cells	CLDN4
1512	Ductal cells	LAMB3
1513	Ductal cells	TACSTD2
1514	Ductal cells	CCL2
1515	Ductal cells	DCDC2
1516	Ductal cells	CXCL2
1517	Ductal cells	CTSH
1518	Ductal cells	S100A10
1519	Embryonic stem cells	MYC
1520	Embryonic stem cells	FOXD3
1521	Embryonic stem cells	POU5F1
1522	Embryonic stem cells	FUT4
1523	Embryonic stem cells	CD24
1524	Embryonic stem cells	ITGA4
1525	Embryonic stem cells	CDH1
1526	Embryonic stem cells	ABCG2
1527	Embryonic stem cells	PODXL
1528	Embryonic stem cells	ALPP
1529	Embryonic stem cells	ZIC1
1530	Embryonic stem cells	PRDM5
1531	Embryonic stem cells	ANO6
1532	Embryonic stem cells	CDK8
1533	Embryonic stem cells	SLC46A2
1534	Embryonic stem cells	TEX19
1535	Embryonic stem cells	ZSCAN10
1536	Embryonic stem cells	KCNIP3
1537	Embryonic stem cells	PCGF2
1538	Embryonic stem cells	NANOG
1539	Embryonic stem cells	GAL
1540	Embryonic stem cells	PITX2
1541	Embryonic stem cells	BCL3
1542	Embryonic stem cells	SALL4
1543	Embryonic stem cells	TDGF1
1544	Embryonic stem cells	HOXB5
1545	Embryonic stem cells	SUMO2
1546	Embryonic stem cells	BNIP3
1547	Embryonic stem cells	GJC1
1548	Embryonic stem cells	TRIM6
1549	Embryonic stem cells	PUM2
1550	Embryonic stem cells	GJB4
1551	Embryonic stem cells	SOX15
1552	Embryonic stem cells	UTF1
1553	Embryonic stem cells	GJB1
1554	Embryonic stem cells	LMNA
1555	Embryonic stem cells	FBXO15
1556	Embryonic stem cells	PML
1557	Embryonic stem cells	THY1
1558	Embryonic stem cells	KIT
1559	Embryonic stem cells	EPCAM
1560	Embryonic stem cells	CD9
1561	Embryonic stem cells	ITGB1
1562	Embryonic stem cells	CD59
1563	Embryonic stem cells	PROM1
1564	Embryonic stem cells	PECAM1
1565	Embryonic stem cells	ITGA6
1566	Embryonic stem cells	FZD1
1567	Embryonic stem cells	KITLG
1568	Embryonic stem cells	SOX2
1569	Embryonic stem cells	KLF4
1570	Embryonic stem cells	ZFP42
1571	Embryonic stem cells	ZFX
1572	Embryonic stem cells	TAF8
1573	Embryonic stem cells	HMGA2
1574	Embryonic stem cells	NACC1
1575	Embryonic stem cells	NR6A1
1576	Embryonic stem cells	STAT3
1577	Embryonic stem cells	LEF1
1578	Embryonic stem cells	L1TD1
1579	Embryonic stem cells	KHDC3L
1580	Embryonic stem cells	GDF3
1581	Embryonic stem cells	DPPA5
1582	Embryonic stem cells	DPPA4
1583	Embryonic stem cells	DPPA2
1584	Embryonic stem cells	DPPA3
1585	Embryonic stem cells	SMAD1
1586	Embryonic stem cells	SMAD5
1587	Embryonic stem cells	SMAD9
1588	Embryonic stem cells	SMAD4
1589	Embryonic stem cells	SMAD2
1590	Embryonic stem cells	SMAD3
1591	Embryonic stem cells	CTNNB1
1592	Embryonic stem cells	HHEX
1593	Embryonic stem cells	HES1
1594	Embryonic stem cells	ESRRB
1595	Embryonic stem cells	DNMT3B
1596	Embryonic stem cells	TRIM28
1597	Embryonic stem cells	PIWIL1
1598	Embryonic stem cells	PIWIL2
1599	Embryonic stem cells	PIWIL4
1600	Embryonic stem cells	LIFR
1601	Embryonic stem cells	IL6ST
1602	Endothelial cells	PECAM1
1603	Endothelial cells	ICAM1
1604	Endothelial cells	ITGB3
1605	Endothelial cells	SELE
1606	Endothelial cells	VCAM1
1607	Endothelial cells	MCAM
1608	Endothelial cells	PROCR
1609	Endothelial cells	TEK
1610	Endothelial cells	FLT4
1611	Endothelial cells	APLN
1612	Endothelial cells	VWF
1613	Endothelial cells	NOS3
1614	Endothelial cells	THBD
1615	Endothelial cells	PLVAP
1616	Endothelial cells	ACKR1
1617	Endothelial cells	SLCO1C1
1618	Endothelial cells	TMEM100
1619	Endothelial cells	ADGRF5
1620	Endothelial cells	ABCG2
1621	Endothelial cells	PODXL
1622	Endothelial cells	NOSTRIN
1623	Endothelial cells	MFSD2A
1624	Endothelial cells	ACVRL1
1625	Endothelial cells	AQP1
1626	Endothelial cells	MYLK
1627	Endothelial cells	RASIP1
1628	Endothelial cells	FLI1
1629	Endothelial cells	TIE1
1630	Endothelial cells	APLNR
1631	Endothelial cells	NRP2
1632	Endothelial cells	ADAMTS1
1633	Endothelial cells	RPRM
1634	Endothelial cells	FABP4
1635	Endothelial cells	GPIHBP1
1636	Endothelial cells	FHL2
1637	Endothelial cells	LOX
1638	Endothelial cells	KLK1
1639	Endothelial cells	ADORA2A
1640	Endothelial cells	ARAP3
1641	Endothelial cells	ARHGEF15
1642	Endothelial cells	CARD10
1643	Endothelial cells	CLEC14A
1644	Endothelial cells	DLL4
1645	Endothelial cells	ESM1
1646	Endothelial cells	GIMAP5
1647	Endothelial cells	GJA4
1648	Endothelial cells	MMRN2
1649	Endothelial cells	NOTCH4
1650	Endothelial cells	NPR1
1651	Endothelial cells	PRKCH
1652	Endothelial cells	RASGRP3
1653	Endothelial cells	ROBO4
1654	Endothelial cells	SCARF1
1655	Endothelial cells	SOX18
1656	Endothelial cells	SOX7
1657	Endothelial cells	SPNS2
1658	Endothelial cells	THSD1
1659	Endothelial cells	APOLD1
1660	Endothelial cells	EMP1
1661	Endothelial cells	CD36
1662	Endothelial cells	RNASE1
1663	Endothelial cells	CTGF
1664	Endothelial cells	HYAL2
1665	Endothelial cells	CLEC4G
1666	Endothelial cells	GPR182
1667	Endothelial cells	F8
1668	Endothelial cells	RBP7
1669	Endothelial cells	CALCRL
1670	Endothelial cells	FOXF1
1671	Endothelial cells	CASZ1
1672	Endothelial cells	AQP7
1673	Endothelial cells	TCF15
1674	Endothelial cells	CD300LG
1675	Endothelial cells	BTNL9
1676	Endothelial cells	MEOX2
1677	Endothelial cells	ERG
1678	Endothelial cells	HEXIM1
1679	Endothelial cells	GLYCAM1
1680	Endothelial cells	CD55
1681	Endothelial cells	MMRN1
1682	Endothelial cells	C7
1683	Endothelial cells	RAMP3
1684	Endothelial cells	VEGFC
1685	Endothelial cells	GJA5
1686	Endothelial cells	HEY1
1687	Endothelial cells	RND1
1688	Endothelial cells	BDP1
1689	Endothelial cells	CD46
1690	Endothelial cells	MEOX1
1691	Endothelial cells	CCL19
1692	Endothelial cells	MADCAM1
1693	Endothelial cells	CYP1B1
1694	Endothelial cells	IRX3
1695	Endothelial cells	BIRC2
1696	Endothelial cells	LYVE1
1697	Endothelial cells	SEMA3D
1698	Endothelial cells	EMCN
1699	Endothelial cells	WFDC1
1700	Endothelial cells	ADGRL4
1701	Endothelial cells	VWA1
1702	Endothelial cells	ECE1
1703	Endothelial cells	PTPRB
1704	Endothelial cells	CLDN5
1705	Endothelial cells	TBX1
1706	Endothelial cells	SEMA7A
1707	Endothelial cells	FOXF2
1708	Endothelial cells	PDGFB
1709	Endothelial cells	ECSCR
1710	Endothelial cells	ELK3
1711	Endothelial cells	CDH5
1712	Endothelial cells	PLEC
1713	Endothelial cells	STAB1
1714	Endothelial cells	TGFBR2
1715	Endothelial cells	CD93
1716	Endothelial cells	CXCL1
1717	Endothelial cells	RGS5
1718	Endothelial cells	SLC7A5
1719	Endothelial cells	ENG
1720	Endothelial cells	KDR
1721	Endothelial cells	SLC2A1
1722	Endothelial cells	EGFL7
1723	Endothelial cells	FLT1
1724	Endothelial cells	EPAS1
1725	Endothelial cells	EDNRB
1726	Endothelial cells	KCNJ8
1727	Endothelial cells	CD82
1728	Endothelial cells	CHST1
1729	Endothelial cells	PLAC8
1730	Endothelial cells	TSPAN8
1731	Endothelial cells	ETS1
1732	Endothelial cells	CD34
1733	Endothelial cells	PDPN
1734	Endothelial cells	PROX1
1735	Endothelial cells	EHD3
1736	Endothelial cells	SRGN
1737	Endothelial cells	S100A10
1738	Endothelial cells	CLIC4
1739	Endothelial cells	USHBP1
1740	Endothelial cells	MYF6
1741	Endothelial cells	OIT3
1742	Endothelial cells	IL1A
1743	Endothelial cells	BMP2
1744	Endothelial cells	C1QTNF1
1745	Endothelial cells	PCDH12
1746	Endothelial cells	DPP4
1747	Endothelial cells	IGFBP7
1748	Endothelial cells	PALMD
1749	Endothelial cells	POSTN
1750	Endothelial cells	BMX
1751	Endothelial cells	SLC38A5
